Months_beginning_Jan_1871,Monthly_years,Monthly_nom_gov_bond_rate,Monthly_nom_margin_rate,Monthly_nom_stock_return,Monthly_CPI,Fed_funds_rate
859,1942.07,0.001758914,0.000829538,0.000450106,16.4,
860,1942.08,0.00086919,0.000829538,0.016621391,16.5,
861,1942.09,0.002657342,0.000829538,0.0796851,16.5,
862,1942.1,-1.96E-05,0.000829538,0.021548641,16.7,
863,1942.11,0.004447268,0.000829538,0.010559662,16.8,
864,1942.12,0.005320209,0.000829538,0.065038515,16.9,
865,1943.01,0.000825665,0.000829538,0.064337628,16.9,
866,1943.02,-5.62E-05,0.000829538,0.040146554,16.9,
867,1943.03,0.00352628,0.000829538,0.037865101,17.2,
868,1943.04,0.006196727,0.000829538,0.04363345,17.4,
869,1943.05,0.002579174,0.000829538,0.021797028,17.5,
870,1943.06,-0.000111156,0.000829538,0.024724518,17.5,
871,1943.07,-9.28E-05,0.000829538,-0.045389116,17.4,
872,1943.08,0.001709345,0.000829538,0.025530004,17.3,
873,1943.09,-7.45E-05,0.000829538,-0.00500417,17.4,
874,1943.1,-0.000945961,0.000829538,-0.042064162,17.4,
875,1943.11,0.000860486,0.000829538,0.017701287,17.4,
876,1943.12,0.001758914,0.000829538,0.036657956,17.4,
877,1944.01,0.00532669,0.000829538,-0.002437883,17.4,
878,1944.02,0.00172587,0.000829538,0.032403476,17.4,
879,1944.03,0.000834371,0.000829538,-0.013085399,17.4,
880,1944.04,0.001734131,0.000829538,0.022030649,17.5,
881,1944.05,0.000843077,0.000829538,0.051423326,17.5,
882,1944.06,0.001742393,0.000829538,0.030189424,17.6,
883,1944.07,0.004419558,0.000829538,-0.010555558,17.7,
884,1944.08,0.000825665,0.000829538,-0.012251711,17.7,
885,1944.09,0.000834371,0.000829538,0.028835979,17.7,
886,1944.1,0.001734131,0.000829538,-0.002840176,17.7,
887,1944.11,0.000843077,0.000829538,0.02600104,17.7,
888,1944.12,0.014304654,0.000829538,0.033842239,17.8,
889,1945.01,0.007026701,0.000829538,0.037332178,17.8,
890,1945.02,0.006088379,0.000829538,0.003148416,17.8,
891,1945.03,0.0124282,0.000829538,0.029014118,17.8,
892,1945.04,0.001436498,0.000829538,0.04160831,17.8,
893,1945.05,0.005986426,0.000829538,0.021873594,17.9,
894,1945.06,-0.001330715,0.000829538,-0.016953833,18.1,
895,1945.07,0.003239005,0.000829538,0.007066605,18.1,
896,1945.08,0.004136103,0.000829538,0.071795162,18.1,
897,1945.09,0.00686051,0.000829538,0.045138889,18.1,
898,1945.1,0.005908713,0.000829538,0.036060606,18.1,
899,1945.11,-0.009637769,0.000829538,0.020246479,18.1,
900,1945.12,0.006866026,0.000829538,0.042989036,18.2,
901,1946.01,0.00316542,0.000829538,0.005857691,18.2,
902,1946.02,0.003150707,0.000829538,-0.026778579,18.1,
903,1946.03,-0.012318249,0.000829538,0.067693478,18.3,
904,1946.04,0.000520523,0.000829538,0.005180422,18.4,
905,1946.05,0.004163711,0.000829538,-0.003386809,18.5,
906,1946.06,-0.002217305,0.000829538,-0.025475422,18.7,
907,1946.07,-0.003982333,0.000829538,-0.016235766,19.8,
908,1946.08,-0.003016862,0.00114279,-0.144224732,20.2,
909,1946.09,0.003342077,0.00114279,-0.018721007,20.4,
910,1946.1,-0.005677157,0.00114279,-0.000131825,20.8,
911,1946.11,0.00971789,0.00114279,0.033942211,21.3,
912,1946.12,0.005132655,0.00114279,0.009198061,21.5,
913,1947.01,0.003290534,0.00114279,0.042698515,21.5,
914,1947.02,0.001461318,0.00114279,-0.03672644,21.5,
915,1947.03,-0.000349534,0.00114279,-0.03298153,21.9,
916,1947.04,0.002383743,0.00114279,-0.013622529,21.9,
917,1947.05,-0.002146667,0.00114279,0.039206573,21.9,
918,1947.06,0.002407195,0.00114279,0.066936208,22,
919,1947.07,0.004212049,0.00114279,-0.01558867,22.2,
920,1947.08,-0.003048465,0.00114279,-0.021668823,22.5,
921,1947.09,-0.007480019,0.00114279,0.030267818,23,
922,1947.1,-0.007352515,0.00114279,-0.007299531,23,
923,1947.11,-0.012523861,0.00114279,-0.011223898,23.1,
924,1947.12,0.001808471,0.001241488,-0.008649368,23.4,
925,1948.01,0.003585263,0.001241488,-0.044485654,23.7,
926,1948.02,0.002680792,0.001241488,0.019188339,23.5,
927,1948.03,0.002672975,0.001241488,0.081876457,23.4,
928,1948.04,0.009814956,0.001241488,0.053300866,23.8,
929,1948.05,-0.007187284,0.001241488,0.045872033,23.9,
930,1948.06,7.79E-06,0.001241488,-0.019569956,24.1,
931,1948.07,2.61E-05,0.001241488,-0.024884962,24.4,
932,1948.08,0.004481918,0.00134829,-0.006778895,24.5,
933,1948.09,-0.001754564,0.00134829,0.031884518,24.5,
934,1948.1,0.006269183,0.00134829,-0.051008853,24.4,
935,1948.11,0.004454197,0.00134829,-0.001580554,24.2,
936,1948.12,0.006220859,0.00134829,0.016293614,24.1,
937,1949.01,0.002610441,0.00134829,-0.033275461,24,
938,1949.02,0.005287816,0.00134829,0.014913863,23.8,
939,1949.03,0.002571357,0.00134829,0.004135927,23.8,
940,1949.04,0.00256354,0.00134829,-0.001828224,23.9,
941,1949.05,0.008852563,0.00134829,-0.049127932,23.8,
942,1949.06,0.004294986,0.00134829,0.062634216,23.9,
943,1949.07,0.007894125,0.00134829,0.041704325,23.7,
944,1949.08,-0.001195814,0.00134829,0.018712285,23.8,
945,1949.09,0.001535758,0.00134829,0.031418119,23.9,
946,1949.1,0.001535758,0.00134829,0.019474145,23.7,
947,1949.11,0.006058354,0.00134829,0.032416046,23.8,
948,1949.12,-0.007505563,0.00134829,0.026299879,23.6,
949,1950.01,-0.000221094,0.00134829,0.025227093,23.5,
950,1950.02,-0.000202761,0.00134829,0.013751695,23.5,
951,1950.03,-0.002869615,0.00134829,0.033861671,23.6,
952,1950.04,0.000755989,0.00134829,0.039144245,23.6,
953,1950.05,-0.003697229,0.00134829,0.021646782,23.7,
954,1950.06,0.001709345,0.00134829,-0.067235859,23.8,
955,1950.07,0.001709345,0.00134829,0.066375767,24.1,
956,1950.08,-0.00185487,0.00134829,0.041086408,24.3,
957,1950.09,-0.003587978,0.00134829,0.047213487,24.4,
958,1950.1,-0.000869258,0.00134829,0.003760569,24.6,
959,1950.11,0.002704241,0.00134829,0.001947092,24.7,
960,1950.12,0.006257094,0.00134829,0.080126582,25,
961,1951.01,-0.003555245,0.001651581,0.043087655,25.4,
962,1951.02,-0.011390549,0.001651581,-0.01112375,25.7,
963,1951.03,-0.006820797,0.001651581,0.019263369,25.8,
964,1951.04,-0.005827149,0.001651581,0.00628547,25.8,
965,1951.05,0.001225488,0.001855938,-0.011450562,25.9,
966,1951.06,0.010866944,0.001855938,0.023665893,25.9,
967,1951.07,0.011713263,0.001855938,0.049652949,25.9,
968,1951.08,-0.010315397,0.001855938,0.031357689,25.9,
969,1951.09,-0.000572804,0.001855938,0.00028393,26.1,
970,1951.1,-0.001414704,0.001855938,-0.022533783,26.2,
971,1951.11,0.004724885,0.001855938,0.036131917,26.4,
972,1951.12,0.007335043,0.002059836,0.038338317,26.5,
973,1952.01,-0.002336383,0.001978332,-0.013320484,26.5,
974,1952.02,0.002072565,0.001962022,0.007497088,26.3,
975,1952.03,0.011733982,0.001962022,0.002029959,26.3,
976,1952.04,0.00550203,0.001962022,0.004598427,26.4,
977,1952.05,-0.001564419,0.001962022,0.032448378,26.4,
978,1952.06,-0.003272397,0.001962022,0.033668307,26.5,
979,1952.07,-0.005815024,0.001962022,0.008805157,26.7,
980,1952.08,-0.007432541,0.002165684,-0.011086841,26.7,
981,1952.09,0.014419821,0.002165684,-0.016108421,26.7,
982,1952.1,0.002954354,0.002165684,0.036674464,26.7,
983,1952.11,0.000327207,0.002165684,0.045090325,26.7,
984,1952.12,-0.007458438,0.002165684,0.009888633,26.7,
985,1953.01,-0.003875024,0.002165684,-0.007734912,26.6,
986,1953.02,-0.002937073,0.002165684,0.009570766,26.5,
987,1953.03,-0.003729336,0.002165684,-0.044728742,26.6,
988,1953.04,-0.016360958,0.00246627,0.010027418,26.6,
989,1953.05,-0.002560933,0.002668809,-0.031076657,26.7,
990,1953.06,0.017969743,0.002668809,0.019137091,26.8,
991,1953.07,0.000718052,0.002668809,0.00898861,26.8,
992,1953.08,0.009305585,0.002668809,-0.041068744,26.9,
993,1953.09,0.020577726,0.002668809,0.035166882,26.9,
994,1953.1,0.00047284,0.002668809,0.027082464,27,
995,1953.11,0.010048004,0.002668809,0.018367347,26.9,
996,1953.12,0.011765265,0.002668809,0.030238958,26.9,
997,1954.01,0.002930908,0.002668809,0.026763125,26.9,
998,1954.02,0.010839632,0.002668809,0.025824142,26.9,
999,1954.03,0.009026725,0.00246627,0.044505081,26.9,
1000,1954.04,-0.005134133,0.00246627,0.044225268,26.8,
1001,1954.05,0.001086575,0.00246627,0.01223074,26.9,
1002,1954.06,0.009031473,0.00246627,0.044572974,26.9,
1003,1954.07,-0.003370139,0.00246627,0.023942554,26.9,0.008
1004,1954.08,0.000199579,0.00246627,0.027398118,26.9,0.0122
1005,1954.09,-0.002409281,0.00246627,0.027106518,26.8,0.0107
1006,1954.1,-0.002357202,0.00246627,0.043021882,26.8,0.0085
1007,1954.11,-0.000563261,0.00246627,0.049533169,26.8,0.0083
1008,1954.12,-0.006607293,0.00246627,0.021685254,26.7,0.0128
1009,1955.01,-0.001305135,0.00246627,0.037047449,26.7,0.0139
1010,1955.02,0.000463745,0.00246627,-0.004364116,26.7,0.0129
1011,1955.03,-0.004690026,0.00246627,0.038082192,26.7,0.0135
1012,1955.04,0.001416226,0.00246627,-0.000787142,26.7,0.0143
1013,1955.05,0.000563738,0.00246627,0.061450953,26.7,0.0143
1014,1955.06,-0.00797481,0.00246627,0.07644126,26.7,0.0164
1015,1955.07,-0.003572898,0.002490598,-0.002993148,26.8,0.0168
1016,1955.08,0.002459823,0.001651581,0.04816429,26.8,0.0196
1017,1955.09,0.010176044,0.001651581,-0.047248534,26.9,0.0218
1018,1955.1,0.001528789,0.001855938,0.070661502,26.9,0.0224
1019,1955.11,-0.003584057,0.001855938,0.012371765,26.9,0.0235
1020,1955.12,0.007590696,0.001855938,-0.023877746,26.8,0.0248
1021,1956.01,0.007556439,0.001855938,0.009494149,26.8,0.0245
1022,1956.02,-0.007895234,0.001855938,0.07206092,26.8,0.025
1023,1956.03,-0.016135675,0.001855938,0.014827683,26.8,0.025
1024,1956.04,0.011976296,0.002059836,-0.02838479,26.9,0.0262
1025,1956.05,0.00850847,0.002059836,-0.002620201,27,0.0275
1026,1956.06,-0.006840904,0.002059836,0.057488654,27.2,0.0271
1027,1956.07,-0.015877132,0.002059836,-0.002847256,27.4,0.0275
1028,1956.08,-0.001427582,0.00226328,-0.030888379,27.3,0.0273
1029,1956.09,0.006150363,0.00226328,-0.009536009,27.4,0.0295
1030,1956.1,-0.009719678,0.00226328,-0.007124658,27.5,0.0296
1031,1956.11,-0.005395022,0.00226328,0.018089543,27.5,0.0288
1032,1956.12,0.013804646,0.00226328,-0.018626184,27.6,0.0294
1033,1957.01,0.012922767,0.00226328,-0.039957682,27.6,0.0284
1034,1957.02,-0.003084256,0.00226328,0.016205295,27.7,0.03
1035,1957.03,-0.003006934,0.00226328,0.026440306,27.8,0.0296
1036,1957.04,-0.007054921,0.00226328,0.041601924,27.9,0.03
1037,1957.05,-0.013420322,0.00226328,0.019541827,28,0.03
1038,1957.06,-0.007450558,0.00226328,0.023221171,28.1,0.03
1039,1957.07,0.003248504,0.00226328,-0.052051123,28.3,0.0299
1040,1957.08,0.0040637,0.002668809,-0.037394561,28.3,0.0324
1041,1957.09,-0.000825917,0.002668809,-0.058966197,28.3,0.0347
1042,1957.1,0.023858124,0.002668809,-0.018004365,28.3,0.035
1043,1957.11,0.046102635,0.002668809,0.003180504,28.4,0.0328
1044,1957.12,0.01284045,0.002668809,0.023287049,28.4,0.0298
1045,1958.01,0.005959597,0.00226328,0.007018746,28.6,0.0272
1046,1958.02,0.008497851,0.00226328,0.024189429,28.6,0.0167
1047,1958.03,0.011041635,0.00226328,0.008964616,28.8,0.012
1048,1958.04,-0.001036982,0.001855938,0.035578393,28.9,0.0126
1049,1958.05,-0.001849263,0.001855938,0.027351888,28.9,0.0063
1050,1958.06,-0.016953397,0.001855938,0.030707635,28.9,0.0093
1051,1958.07,-0.025579184,0.001855938,0.04054299,29,0.0068
1052,1958.08,-0.015144125,0.001855938,0.029437456,28.9,0.0153
1053,1958.09,-0.000170557,0.00226328,0.043590005,28.9,0.0176
1054,1958.1,0.00807555,0.00226328,0.033262463,28.9,0.018
1055,1958.11,-0.006717878,0.00226328,0.021624333,29,0.0227
1056,1958.12,-0.009789666,0.00226328,0.042546894,28.9,0.0242
1057,1959.01,0.008204098,0.00226328,-0.012650321,29,0.0248
1058,1959.02,0.000835702,0.00226328,0.028061789,28.9,0.0243
1059,1959.03,-0.007198891,0.00226328,0.019364316,28.9,0.028
1060,1959.04,-0.011798637,0.00226328,0.017654218,29,0.0296
1061,1959.05,0.001162796,0.002668809,-0.006062615,29,0.029
1062,1959.06,-0.00119604,0.002668809,0.042275786,29.1,0.0339
1063,1959.07,0.001246683,0.002668809,-0.003185094,29.2,0.0347
1064,1959.08,-0.015998139,0.002668809,-0.037032365,29.2,0.035
1065,1959.09,0.015740226,0.003072542,0.001767455,29.3,0.0376
1066,1959.1,0.003739859,0.003072542,0.006691038,29.4,0.0398
1067,1959.11,-0.008834192,0.003072542,0.03463121,29.4,0.04
1068,1959.12,0.001516376,0.003072542,-0.014857772,29.4,0.0399
1069,1960.01,0.022142265,0.003072542,-0.036092438,29.3,0.0399
1070,1960.02,0.022965843,0.003072542,-0.010781448,29.4,0.0397
1071,1960.03,0.00110682,0.003072542,0.015842724,29.4,0.0384
1072,1960.04,-0.002055156,0.003072542,-0.006245394,29.5,0.0392
1073,1960.05,0.019718171,0.003072542,0.039880886,29.5,0.0385
1074,1960.06,0.023828376,0.003072542,-0.021961229,29.6,0.0332
1075,1960.07,0.011422988,0.003072542,0.014908668,29.6,0.0323
1076,1960.08,0.003141884,0.002668809,-0.027207574,29.6,0.0298
1077,1960.09,-0.004205433,0.002668809,-0.016739646,29.6,0.026
1078,1960.1,-4.35E-05,0.002668809,0.035408524,29.8,0.0247
1079,1960.11,0.010613507,0.002668809,0.026906436,29.8,0.0244
1080,1960.12,0.003174696,0.002668809,0.054269366,29.8,0.0198
1081,1961.01,0.008098876,0.002668809,0.043741167,29.8,0.0145
1082,1961.02,0.006414586,0.002668809,0.033970471,29.8,0.0254
1083,1961.03,-0.000190123,0.002668809,0.02919006,29.8,0.0202
1084,1961.04,0.008889742,0.002668809,0.012633551,29.8,0.0149
1085,1961.05,-0.010816868,0.002668809,-0.010802005,29.8,0.0198
1086,1961.06,-5.33E-05,0.002668809,-0.000279386,29.8,0.0173
1087,1961.07,-0.006485968,0.002668809,0.038389708,30,0.0117
1088,1961.08,0.008215815,0.002668809,-0.00541706,29.9,0.02
1089,1961.09,0.008180679,0.002668809,0.013430469,30,0.0188
1090,1961.1,0.001611475,0.002668809,0.047720588,30,0.0226
1091,1961.11,-0.006460271,0.002668809,0.011630088,30,0.0261
1092,1961.12,0.000122255,0.002668809,-0.034871294,30,0.0233
1093,1962.01,0.011508635,0.002668809,0.019094964,30,0.0215
1094,1962.02,0.014751575,0.002668809,0.003409914,30.1,0.0237
1095,1962.03,0.0031911,0.002668809,-0.029449424,30.1,0.0285
1096,1962.04,-7.28E-05,0.002668809,-0.071850759,30.2,0.0278
1097,1962.05,-0.004896854,0.002668809,-0.114127467,30.2,0.0236
1098,1962.06,6.38E-05,0.002668809,0.027173587,30.2,0.0268
1099,1962.07,0.009847764,0.002668809,0.030230341,30.3,0.0271
1100,1962.08,0.00490193,0.002668809,-0.005933399,30.3,0.0293
1101,1962.09,0.004887096,0.002668809,-0.028563218,30.4,0.029
1102,1962.1,0.003240304,0.002668809,0.07200859,30.4,0.029
1103,1962.11,0.008965887,0.002668809,0.046237689,30.4,0.0294
1104,1962.12,0.001548591,0.002668809,0.041467114,30.4,0.0293
1105,1963.01,-0.002501594,0.002668809,0.015955362,30.4,0.0292
1106,1963.02,0.002442678,0.002668809,-0.001082967,30.4,0.03
1107,1963.03,0.003264901,0.002668809,0.049781737,30.5,0.0298
1108,1963.04,0.002451267,0.002668809,0.022695693,30.5,0.029
1109,1963.05,2.48E-05,0.002668809,0.002166298,30.5,0.03
1110,1963.06,0.00330589,0.002668809,-0.012218894,30.6,0.0299
1111,1963.07,0.00168329,0.002668809,0.030311435,30.7,0.0302
1112,1963.08,-0.000724526,0.002668809,0.028936167,30.7,0.0349
1113,1963.09,-0.003086939,0.002668809,0.004998856,30.7,0.0348
1114,1963.1,0.009091647,0.002668809,-0.003065715,30.8,0.035
1115,1963.11,-0.001468506,0.002668809,0.02393357,30.8,0.0348
1116,1963.12,0.002614339,0.002668809,0.033301874,30.9,0.0338
1117,1964.01,0.001013439,0.002668809,0.014799073,30.9,0.0348
1118,1964.02,-0.000562648,0.002668809,0.020710395,30.9,0.0348
1119,1964.03,0.004297921,0.002668809,0.016931049,30.9,0.0343
1120,1964.04,0.005900362,0.002668809,0.012203601,30.9,0.0347
1121,1964.05,0.00668668,0.002668809,-0.003506638,30.9,0.035
1122,1964.06,0.000209852,0.002668809,0.039610336,31,0.035
1123,1964.07,0.001853627,0.002668809,-0.012256669,31.1,0.0342
1124,1964.08,0.005893323,0.002668809,0.019654472,31,0.035
1125,1964.09,0.005065165,0.002668809,0.019701874,31.1,0.0345
1126,1964.1,0.000219578,0.002668809,0.009369476,31.1,0.0336
1127,1964.11,0.00266579,0.002668809,-0.014903246,31.2,0.0352
1128,1964.12,0.005087432,0.002668809,0.028207877,31.2,0.0385
1129,1965.01,0.001050805,0.002668809,0.00975061,31.2,0.039
1130,1965.02,0.005094854,0.002668809,0.003355744,31.2,0.0398
1131,1965.03,0.00266579,0.002668809,0.015576414,31.3,0.0405
1132,1965.04,0.00187154,0.002668809,0.017325982,31.4,0.0409
1133,1965.05,0.0059074,0.002668809,-0.045073551,31.4,0.041
1134,1965.06,0.001862584,0.002668809,0.001028928,31.6,0.0405
1135,1965.07,-0.000522245,0.002668809,0.021185834,31.6,0.0409
1136,1965.08,-0.002861975,0.002668809,0.035961123,31.6,0.0412
1137,1965.09,-0.001185586,0.002668809,0.0249683,31.6,0.0402
1138,1965.1,-0.001914366,0.002668809,0.010759748,31.7,0.0408
1139,1965.11,-0.009686212,0.002668809,-0.002116115,31.7,0.041
1140,1965.12,0.000694465,0.003072542,0.019804499,31.8,0.0432
1141,1966.01,-0.02166399,0.003072542,-0.004304186,31.8,0.0442
1142,1966.02,0.028479737,0.003072542,-0.038623368,32,0.046
1143,1966.03,-0.002370447,0.003474495,0.033209571,32.1,0.0466
1144,1966.04,0.003170589,0.003474495,-0.05007581,32.3,0.0467
1145,1966.05,-0.009224557,0.003474495,-0.00559525,32.3,0.049
1146,1966.06,-0.002082144,0.003674809,0.00018398,32.4,0.0517
1147,1966.07,-0.019444741,0.003674809,-0.057694548,32.5,0.053
1148,1966.08,0.030726421,0.003874685,-0.032248398,32.7,0.0553
1149,1966.09,0.008018241,0.003874685,-0.00564409,32.7,0.054
1150,1966.1,-0.007453106,0.003874685,0.053160605,32.9,0.0553
1151,1966.11,0.042033647,0.003874685,0.007157952,32.9,0.0576
1152,1966.12,0.013336477,0.003874685,0.041302922,32.9,0.054
1153,1967.01,-0.011963649,0.003674809,0.037300178,32.9,0.0494
1154,1967.02,0.021340645,0.003674809,0.026337378,32.9,0.05
1155,1967.03,-0.018196075,0.003474495,0.0199247,33,0.0453
1156,1967.04,0.001599887,0.003474495,0.02057681,33.1,0.0405
1157,1967.05,-0.027460885,0.003474495,-0.009918278,33.2,0.0394
1158,1967.06,0.008915839,0.003474495,0.019924168,33.3,0.0398
1159,1967.07,-0.004158271,0.003474495,0.01851653,33.4,0.0379
1160,1967.08,0.001290715,0.003474495,0.016539078,33.5,0.039
1161,1967.09,-0.020431641,0.003474495,0.00097415,33.6,0.0399
1162,1967.1,-0.002837412,0.003474495,-0.028817339,33.7,0.0388
1163,1967.11,0.007725904,0.003874685,0.031117347,33.8,0.0413
1164,1967.12,0.016778829,0.003874685,-0.000174886,33.9,0.0451
1165,1968.01,0.003055138,0.003874685,-0.042569795,34.1,0.0461
1166,1968.02,-0.01037185,0.003874685,-0.015592287,34.2,0.0471
1167,1968.03,0.006240021,0.003874685,0.076617278,34.3,0.0505
1168,1968.04,-0.004203117,0.004273128,0.025576922,34.4,0.0576
1169,1968.05,0.021363941,0.004273128,0.029406926,34.5,0.0612
1170,1968.06,0.023659298,0.004273128,0.000489221,34.7,0.0607
1171,1968.07,0.002163605,0.004273128,-0.019339207,34.9,0.0603
1172,1968.08,-0.000832615,0.004273128,0.035076844,35,0.0603
1173,1968.09,-0.004510293,0.004074124,0.027171767,35.1,0.0578
1174,1968.1,-0.008076564,0.004074124,0.017857522,35.3,0.0591
1175,1968.11,-0.023132809,0.004074124,0.012853155,35.4,0.0582
1176,1968.12,0.002869631,0.004471699,-0.03985133,35.5,0.0602
1177,1969.01,-2.17E-05,0.004669839,-0.002385621,35.6,0.063
1178,1969.02,0.002232537,0.004669839,-0.019137931,35.8,0.0661
1179,1969.03,0.012509191,0.005064835,0.022742531,36.1,0.0679
1180,1969.04,-0.020846501,0.005064835,0.035134913,36.3,0.0741
1181,1969.05,-0.006765817,0.005064835,-0.049713193,36.4,0.0867
1182,1969.06,0.010553916,0.005849741,-0.042053325,36.6,0.089
1183,1969.07,-0.006629981,0.005849741,-0.00283614,36.8,0.0861
1184,1969.08,-0.041354385,0.005849741,0.006285243,37,0.0919
1185,1969.09,0.046548537,0.005849741,0.013464184,37.1,0.0915
1186,1969.1,-0.018710699,0.005849741,0.009974639,37.3,0.09
1187,1969.11,-0.034104351,0.005849741,-0.050274859,37.5,0.0885
1188,1969.12,0.01534554,0.005849741,-0.005890316,37.7,0.0897
1189,1970.01,0.066689929,0.005849741,-0.031960903,37.8,0.0898
1190,1970.02,-0.007004289,0.005849741,0.020122638,38,0.0898
1191,1970.03,-0.044599421,0.00545813,-0.027476969,38.2,0.0776
1192,1970.04,-0.002393138,0.00545813,-0.111990178,38.5,0.081
1193,1970.05,0.025026822,0.00545813,-0.002698889,38.6,0.0795
1194,1970.06,0.02714117,0.00545813,0.005225559,38.8,0.0761
1195,1970.07,-0.00154689,0.00545813,0.032557812,39,0.0721
1196,1970.08,0.020096419,0.00545813,0.063212986,39,0.0662
1197,1970.09,0.003199733,0.005064835,0.024895051,39.2,0.0629
1198,1970.1,0.066755847,0.005064835,0.002067609,39.4,0.062
1199,1970.11,0.004613887,0.004669839,0.071583482,39.6,0.056
1200,1970.12,0.035536323,0.004471699,0.041106793,39.8,0.049
1201,1971.01,0.001338336,0.003874685,0.041510679,39.8,0.0414
1202,1971.02,0.051145507,0.003674809,0.028318402,39.9,0.0372
1203,1971.03,-0.035962464,0.00327374,0.036738621,40,0.0371
1204,1971.04,-0.016796913,0.003378188,-0.011078746,40.1,0.0416
1205,1971.05,-0.017671589,0.003474495,-0.015958555,40.3,0.0463
1206,1971.06,-0.005163874,0.003474495,-0.00462963,40.6,0.0491
1207,1971.07,0.047239535,0.003874685,-0.015171153,40.7,0.0531
1208,1971.08,0.025869951,0.003874685,0.024864022,40.8,0.0557
1209,1971.09,0.014608645,0.003874685,-0.018636821,40.8,0.0555
1210,1971.1,0.000382122,0.003674809,-0.043715241,40.9,0.052
1211,1971.11,0.00785435,0.003474495,0.071636012,40.9,0.0491
1212,1971.12,-0.009878235,0.00327374,0.044225404,41.1,0.0414
1213,1972.01,0.008702098,0.002870899,0.020869635,41.1,0.0351
1214,1972.02,-0.000911751,0.002870899,0.026196134,41.3,0.033
1215,1972.03,0.003566785,0.002870899,0.012588982,41.4,0.0383
1216,1972.04,0.011691945,0.003072542,-0.007758885,41.5,0.0417
1217,1972.05,-0.002364258,0.003072542,0.005160941,41.6,0.0427
1218,1972.06,0.007266634,0.00327374,-0.00503858,41.7,0.0446
1219,1972.07,-0.016724779,0.00327374,0.037836855,41.9,0.0455
1220,1972.08,-0.0033773,0.003474495,-0.012104602,42,0.0481
1221,1972.09,0.014811317,0.003474495,0.004174284,42.1,0.0487
1222,1972.1,0.014761834,0.003674809,0.05254207,42.3,0.0505
1223,1972.11,-0.004267918,0.003674809,0.023115168,42.4,0.0506
1224,1972.12,-0.004106841,0.003874685,0.009893617,42.5,0.0533
1225,1973.01,-0.001804468,0.003874685,-0.033251218,42.6,0.0594
1226,1973.02,-0.000978948,0.004074124,-0.013453495,42.9,0.0658
1227,1973.03,0.007679947,0.004273128,-0.016333037,43.3,0.0709
1228,1973.04,-0.010796149,0.004471699,-0.02569759,43.6,0.0712
1229,1973.05,0.004984831,0.004867551,-0.019897909,43.9,0.0784
1230,1973.06,-0.028262927,0.005261694,0.012102417,44.2,0.0849
1231,1973.07,0.018675356,0.006044919,-0.01635423,44.3,0.104
1232,1973.08,0.030795291,0.006821493,0.019952898,45.1,0.105
1233,1973.09,0.019271174,0.007014612,0.04235322,45.2,0.1078
1234,1973.1,0.006948157,0.006821493,-0.068528635,45.6,0.1001
1235,1973.11,-0.009406703,0.006821493,-0.068052835,45.9,0.1003
1236,1973.12,-0.001397023,0.006821493,0.017004291,46.2,0.0995
1237,1974.01,0.005043748,0.006627967,-0.02472861,46.6,0.0965
1238,1974.02,-0.021992626,0.006044919,0.045746388,47.2,0.0897
1239,1974.03,-0.011071111,0.00643403,-0.048166393,47.8,0.0935
1240,1974.04,0.015949299,0.00739963,-0.027056745,48,0.1051
1241,1974.05,-0.002070019,0.008164846,0.004572321,48.6,0.1131
1242,1974.06,-0.010711925,0.008355156,-0.113468463,49,0.1193
1243,1974.07,-0.008328804,0.008545071,-0.037647627,49.4,0.1292
1244,1974.08,0.018167724,0.008545071,-0.100135911,50,0.1201
1245,1974.09,0.016742655,0.008545071,0.023769329,50.6,0.1134
1246,1974.1,0.016689701,0.00797414,0.037434392,51.1,0.1006
1247,1974.11,0.022925754,0.00739963,-0.060918281,51.5,0.0945
1248,1974.12,-0.002897385,0.00739963,0.086327717,51.9,0.0853
1249,1975.01,0.011024415,0.006627967,0.108075305,52.1,0.0713
1250,1975.02,-0.031035889,0.005849741,0.049736444,52.5,0.0624
1251,1975.03,-0.013437363,0.005064835,0.014870295,52.7,0.0554
1252,1975.04,0.025025648,0.005064835,0.067126348,52.9,0.0549
1253,1975.05,0.012007242,0.004867551,0.028946236,53.2,0.0522
1254,1975.06,-0.009554108,0.004669839,0.004319986,53.6,0.0555
1255,1975.07,0.005380601,0.005064835,-0.069962518,54.2,0.061
1256,1975.08,-0.010472994,0.005261694,-0.008526815,54.3,0.0614
1257,1975.09,0.045625029,0.00545813,0.04971261,54.6,0.0624
1258,1975.1,-0.008964984,0.005261694,0.020416996,54.9,0.0582
1259,1975.11,0.03262882,0.005064835,-0.011796381,55.3,0.0522
1260,1975.12,0.00363699,0.004867551,0.095452837,55.5,0.052
1261,1976.01,0.008445198,0.004471699,0.041781377,55.6,0.0487
1262,1976.02,0.013919943,0.004471699,0.008024081,55.8,0.0477
1263,1976.03,0.005597972,0.004471699,0.0109545,55.9,0.0484
1264,1976.04,-0.013343813,0.004471699,-0.003832736,56.1,0.0482
1265,1976.05,0.013326797,0.004471699,0.009005822,56.5,0.0529
1266,1976.06,0.00644525,0.004867551,0.026653569,56.8,0.0548
1267,1976.07,0.020167706,0.004867551,-0.005606206,57.1,0.0531
1268,1976.08,0.013868007,0.004669839,0.024378832,57.4,0.0529
1269,1976.09,0.015210025,0.004669839,-0.031082148,57.6,0.0525
1270,1976.1,0.035048077,0.004471699,-0.003666446,57.9,0.0502
